address,price,bed,bath,sq_ft,acres,hoa,garages,pool,land,city_id,city_name
"6001 Arlington Blvd Unit T21, Falls Church, VA 22044","$266,000",2,1,980,N/A,N/A,N/A,False,False,21282,Arlington
"3667 N Harrison St, Arlington, VA 22207","$1,595,000",4,3,"3,232",N/A,N/A,N/A,False,False,21282,Arlington
"1276 N Wayne St #800, Arlington, VA 22201","$760,000",2,2,"1,108",N/A,N/A,N/A,False,False,21282,Arlington
"1418 N Rhodes St Unit B117, Arlington, VA 22209","$1,050,000",2,2.5,"1,708",N/A,N/A,N/A,False,False,21282,Arlington
"4615 32nd St N, Arlington, VA 22207","$3,295,000",6,5.5,"7,096",N/A,N/A,N/A,False,False,21282,Arlington
"1412 N Wakefield St, Arlington, VA 22207","$1,050,000",3,2,"1,550",N/A,N/A,N/A,False,False,21282,Arlington
"2534 Fairfax Dr Unit 5BII, Arlington, VA 22201","$815,000",2,2,981,N/A,N/A,N/A,False,False,21282,Arlington
"3600 S Glebe Rd Unit 919W, Arlington, VA 22202","$849,000",2,2,"1,373",N/A,N/A,N/A,False,False,21282,Arlington
"1401 N Oak St Unit G-5, Arlington, VA 22209","$1,200,000",2,2.5,"1,734",N/A,N/A,N/A,False,False,21282,Arlington
"2404 16th St N, Arlington, VA 22201","$2,795,000",5,5.5,"4,572",N/A,N/A,N/A,False,False,21282,Arlington
"2564-A S Arlington Mill Dr S #5, Arlington, VA 22206","$735,000",2,3.5,"1,824",N/A,N/A,N/A,False,False,21282,Arlington
"4129 S Four Mile Run Dr #203, Arlington, VA 22204","$499,900",2,2,"1,135",N/A,N/A,N/A,False,False,21282,Arlington
"5634 6th St N, Arlington, VA 22205","$1,450,000",5,3.5,"2,365",N/A,N/A,N/A,False,False,21282,Arlington
"5427 3rd St S, Arlington, VA 22204","$2,099,750",5,6.5,"5,010",N/A,N/A,N/A,False,False,21282,Arlington
"3206 19th St N, Arlington, VA 22201","$1,495,000",3,3.5,"2,292",N/A,N/A,N/A,False,False,21282,Arlington
"1800 Wilson Blvd #424, Arlington, VA 22201","$600,000",1,1,950,N/A,N/A,N/A,False,False,21282,Arlington
"2846 Lorcom Ln, Arlington, VA 22207","$999,000",3,1.5,"2,003",N/A,N/A,N/A,False,False,21282,Arlington
"1276 N Wayne St #1007, Arlington, VA 22201","$985,000",3,2,"1,410",N/A,$708 hoa,2,True,False,21282,Arlington
"3601 5th St S #511, Arlington, VA 22204","$260,000",2,1,978,N/A,"$1,117 hoa",N/A,True,False,21282,Arlington
"1111 19th St N #1804, Arlington, VA 22209","$475,000",1,1,570,N/A,$665 hoa,N/A,False,False,21282,Arlington
"2400 Clarendon Blvd #406, Arlington, VA 22201","$595,000",2,2,885,N/A,$966 hoa,2,True,False,21282,Arlington
"3650 S Glebe Rd #147, Arlington, VA 22202","$410,000",1,1,669,N/A,$463 hoa,N/A,True,False,21282,Arlington
"949 Patrick Henry Dr, Arlington, VA 22205","$1,599,000",5,3.5,"3,330",N/A,N/A,N/A,False,False,21282,Arlington
"2111 N Lincoln St, Arlington, VA 22207","$924,500",3,3.5,"2,046",N/A,N/A,N/A,False,False,21282,Arlington
"2114 N Oakland St, Arlington, VA 22207","$974,900",4,2,"2,330",N/A,N/A,N/A,False,False,21282,Arlington
"1225 Martha Custis Dr #720, Alexandria, VA 22302","$339,900",2,2,"1,178",N/A,N/A,N/A,False,False,21282,Arlington
"2607 24th St N, Arlington, VA 22207","$2,295,000",5,4,"4,443",N/A,N/A,N/A,False,False,21282,Arlington
"1804 N Culpeper St, Arlington, VA 22207","$725,000",2,1,624,N/A,N/A,N/A,False,False,21282,Arlington
"1301 N Courthouse Rd #802, Arlington, VA 22201","$359,000",1,1.5,675,N/A,N/A,N/A,False,False,21282,Arlington
"1021 N Garfield St Unit B39, Arlington, VA 22201","$512,339",1,1,750,N/A,N/A,N/A,False,False,21282,Arlington
"848 N Manchester St, Arlington, VA 22205","$1,899,950",5,5.5,"5,160",N/A,N/A,N/A,False,False,21282,Arlington
"2100 Patrick Henry Dr, Arlington, VA 22205","$1,949,000",5,3.5,"3,616",N/A,N/A,N/A,False,False,21282,Arlington
"3830 30th Rd N, Arlington, VA 22207","$2,849,000",6,6.5,"7,007",N/A,N/A,N/A,False,False,21282,Arlington
"5009 7th Rd S #101, Arlington, VA 22204","$339,950",2,1.5,"1,063",N/A,N/A,N/A,False,False,21282,Arlington
"3206 N Glebe Rd, Arlington, VA 22207","$1,399,000",3,3,"3,067",N/A,N/A,N/A,False,False,21282,Arlington
"3650 S Glebe Rd #1050, Arlington, VA 22202","$874,000",2,2,"1,287",N/A,N/A,N/A,False,False,21282,Arlington
"2641 N Ohio St N, Arlington, VA 22207","$2,274,900",6,5.5,"4,838",N/A,N/A,N/A,False,False,21282,Arlington
"607 N Hudson St, Arlington, VA 22201","$1,795,000",4,2.5,"2,192",N/A,N/A,N/A,False,False,21282,Arlington
"4600 S Four Mile Run Dr #1203, Arlington, VA 22204","$349,000",3,2,"1,280",N/A,N/A,N/A,False,False,21282,Arlington
"5924 Kimble Ct, Falls Church, VA 22041","$1,075,000",5,4,"2,914",N/A,N/A,N/A,False,False,21282,Arlington
"2030 N Adams St #1109, Arlington, VA 22201","$229,999",1,1,578,N/A,N/A,N/A,False,False,21282,Arlington
"3102 N Dinwiddie St, Arlington, VA 22207","$2,338,830",5,4.5,"5,184",N/A,N/A,N/A,False,False,21282,Arlington
"45 N Trenton St, Arlington, VA 22203","$1,170,000",4,3.5,"2,160",N/A,N/A,N/A,False,False,21282,Arlington
"5803 2nd St S, Arlington, VA 22204","$775,000",3,1.5,"1,011",N/A,N/A,N/A,False,False,21282,Arlington
"2025 N Emerson St, Arlington, VA 22207","$2,499,000",5,4.5,"4,235",N/A,N/A,N/A,False,False,21282,Arlington
"1225 Martha Custis Dr #919, Alexandria, VA 22302","$414,900",3,2,"1,372",N/A,N/A,N/A,False,False,21282,Arlington
"900 N Taylor St #1527, Arlington, VA 22203","$359,000",2,1.5,960,N/A,N/A,N/A,False,False,21282,Arlington
"2004 N Nelson St, Arlington, VA 22207","$1,845,000",5,5.5,"3,902",N/A,N/A,N/A,False,False,21282,Arlington
"2008 N Nelson St, Arlington, VA 22207","$1,799,900",5,5.5,"3,902",N/A,N/A,N/A,False,False,21282,Arlington
"3109 24th St S, Arlington, VA 22206","$639,500",3,1,"1,008",N/A,N/A,N/A,False,False,21282,Arlington
"2745 N Radford St, Arlington, VA 22207","$4,250,000",6,7,"9,077",N/A,N/A,N/A,False,False,21282,Arlington
"5941 4th St S, Arlington, VA 22204","$1,100,000",2,1,950,N/A,N/A,N/A,False,False,21282,Arlington
"900 N Taylor St #1811, Arlington, VA 22203","$125,000",1,1,686,N/A,N/A,N/A,False,False,21282,Arlington
"900 N Stafford St N #1515, Arlington, VA 22203","$535,000",2,2,980,N/A,N/A,N/A,False,False,21282,Arlington
"816 S Arlington Mill Dr Unit 5-303, Arlington, VA 22204","$250,000",1,1,592,N/A,N/A,N/A,False,False,21282,Arlington
"4017 22nd St N, Arlington, VA 22207","$1,345,000",3,2.5,"2,050",N/A,N/A,N/A,False,False,21282,Arlington
"2537 S Kenmore Ct, Arlington, VA 22206","$919,000",3,3.5,"2,220",N/A,N/A,N/A,False,False,21282,Arlington
"2613 S Kenmore Ct S, Arlington, VA 22206","$928,000",3,3.5,"2,440",N/A,N/A,N/A,False,False,21282,Arlington
"1200 N Nash St #803, Arlington, VA 22209","$250,000",N/A,1,485,N/A,$517 hoa,N/A,True,False,21282,Arlington
"1310 N Jackson St N, Arlington, VA 22201","$2,499,999",5,4.5,"4,260",N/A,N/A,2,False,False,21282,Arlington
"821 S Monroe St, Arlington, VA 22204","$925,000",3,3,"2,016",N/A,N/A,N/A,True,False,21282,Arlington
"4500 S Four Mile Run Dr #732, Arlington, VA 22204","$424,900",2,2,"1,163",N/A,$782 hoa,N/A,True,False,21282,Arlington
"3400 25th St S #27, Arlington, VA 22206","$239,000",2,1,803,N/A,$560 hoa,N/A,False,False,21282,Arlington
"4608 37th St N, Arlington, VA 22207","$1,499,900",4,4,"3,323",N/A,N/A,N/A,False,False,21282,Arlington
"6237 Washington Blvd, Arlington, VA 22205","$2,200,000",5,4.5,"6,833",N/A,N/A,N/A,False,False,21282,Arlington
"2825 Lorcom Ln, Arlington, VA 22207","$1,795,000",3,3,"3,400",N/A,N/A,N/A,False,False,21282,Arlington
"2807 S Grant St, Arlington, VA 22202","$890,000",4,2,"1,554",N/A,N/A,N/A,False,False,21282,Arlington
"1201 N Nash St N #502, Arlington, VA 22209","$1,570,000",2,2.5,"2,068",N/A,N/A,N/A,False,False,21282,Arlington
"4141 N Henderson Rd #412, Arlington, VA 22203","$354,500",1,1,926,N/A,N/A,N/A,False,False,21282,Arlington
"2001 15th St N #902, Arlington, VA 22201","$469,900",1,1,695,N/A,N/A,N/A,False,False,21282,Arlington
"4225 N Henderson Rd N #1, Arlington, VA 22203","$389,000",1,1,850,N/A,N/A,N/A,False,False,21282,Arlington
"1509 S George Mason Dr #22, Arlington, VA 22204","$260,000",2,1,844,N/A,N/A,N/A,False,False,21282,Arlington
"1121 Arlington Blvd #120, Arlington, VA 22209","$155,000",1,1,559,N/A,N/A,N/A,False,False,21282,Arlington
"2400 Clarendon Blvd #615, Arlington, VA 22201","$459,000",1,1,760,N/A,N/A,N/A,False,False,21282,Arlington
"1600 N Oak St #415, Arlington, VA 22209","$814,900",2,2,"1,390",N/A,N/A,N/A,False,False,21282,Arlington
"1111 Arlington Blvd #243, Arlington, VA 22209","$265,000",2,1,884,N/A,N/A,N/A,False,False,21282,Arlington
"3409 Wilson Blvd #211, Arlington, VA 22201","$650,000",2,2,"1,150",N/A,N/A,N/A,False,False,21282,Arlington
"3000 Spout Run Pkwy Unit A104, Arlington, VA 22201","$260,000",1,1,759,N/A,N/A,N/A,False,False,21282,Arlington
"3432 S Wakefield St Unit B1, Arlington, VA 22206","$489,999",1,1,"1,008",N/A,N/A,N/A,False,False,21282,Arlington
"3701 5th St S #408, Arlington, VA 22204","$200,000",N/A,1,490,N/A,N/A,N/A,False,False,21282,Arlington
"1401 N Rhodes St #305, Arlington, VA 22209","$548,000",1,1.5,"1,173",N/A,N/A,N/A,False,False,21282,Arlington
"2605 N Lexington St, Arlington, VA 22207","$1,599,900",4,4,"3,021",N/A,N/A,N/A,False,False,21282,Arlington
"1905 S Glebe Rd, Arlington, VA 22204","$1,295,000",8,5,"3,937",N/A,N/A,N/A,False,False,21282,Arlington
"1611 13th St S, Arlington, VA 22204","$775,000",3,2,"1,000",N/A,N/A,N/A,False,False,21282,Arlington
"880 N Pollard St #223, Arlington, VA 22203","$440,000",2,1,800,N/A,N/A,N/A,False,False,21282,Arlington
"4600 S Four Mile Run Dr #1009, Arlington, VA 22204","$184,900",N/A,1,568,N/A,N/A,N/A,False,False,21282,Arlington
"2361 N Edgewood St, Arlington, VA 22207","$3,250,000",6,4.5,"6,090",N/A,N/A,N/A,False,False,21282,Arlington
"1276 N Wayne St #300, Arlington, VA 22201","$700,000",2,2,"1,108",N/A,N/A,N/A,False,False,21282,Arlington
"2541 S Kenmore Ct, Arlington, VA 22206","$950,000",3,3.5,"2,082",N/A,N/A,N/A,False,False,21282,Arlington
"6200 31st St N, Arlington, VA 22207","$2,700,000",7,8,"5,814",N/A,N/A,N/A,False,False,21282,Arlington
"900 N Stafford St #1516, Arlington, VA 22203","$425,000",1,1,765,N/A,N/A,N/A,False,False,21282,Arlington
"2030 N Adams St #1004, Arlington, VA 22201","$277,950",1,1,720,N/A,N/A,N/A,False,False,21282,Arlington
"1610 N Queen St Unit 247-D, Arlington, VA 22209","$1,550,000",2,2.5,"2,090",N/A,N/A,N/A,False,False,21282,Arlington
"1111 Arlington Blvd #344, Arlington, VA 22209","$144,995",N/A,1,402,N/A,N/A,N/A,False,False,21282,Arlington
"3650 S Glebe Rd #653, Arlington, VA 22202","$625,000",2,2,958,N/A,N/A,N/A,False,False,21282,Arlington
"880 N Pollard St #405, Arlington, VA 22203","$595,000",2,2,945,N/A,N/A,N/A,False,False,21282,Arlington
"1881 N Nash St #705, Arlington, VA 22209","$825,000",1,1.5,"1,322",N/A,N/A,N/A,False,False,21282,Arlington
"2100 Langston Blvd #334, Arlington, VA 22201","$364,900",1,1,721,N/A,N/A,N/A,False,False,21282,Arlington
"900 N Stafford St #1408, Arlington, VA 22203","$550,000",2,2,905,N/A,N/A,N/A,False,False,21282,Arlington
"1221 N Quinn St #12, Arlington, VA 22209","$327,700",1,1,615,N/A,$379 hoa,N/A,False,False,21282,Arlington
"3959 26th St N, Arlington, VA 22207","$1,149,000",3,2,"1,908",N/A,N/A,N/A,False,False,21282,Arlington
"6314 Washington Blvd, Arlington, VA 22205","$1,275,000",4,3.5,"2,651",0.25 acre lot,N/A,3,False,False,21282,Arlington
"101 S Lexington St, Arlington, VA 22204","$900,000",4,2,"1,858",N/A,N/A,N/A,False,False,21282,Arlington
"600 Roosevelt Blvd #412, Falls Church, VA 22044","$250,000",2,1.5,"1,092",N/A,"$1,438 hoa",N/A,False,False,21282,Arlington
"4600 S Four Mile Run Dr #722, Arlington, VA 22204","$219,900",1,1,880,N/A,N/A,N/A,False,False,21282,Arlington
"4612 27th St N, Arlington, VA 22207","$3,150,000",6,6.5,"6,135",N/A,N/A,N/A,False,False,21282,Arlington
"2100 Langston Blvd #431, Arlington, VA 22201","$265,000",N/A,1,494,N/A,N/A,N/A,False,False,21282,Arlington
"1416 S Buchanan St, Arlington, VA 22204","$785,000",3,2,"1,820",N/A,N/A,N/A,False,False,21282,Arlington
"851 N Glebe Rd #1207, Arlington, VA 22203","$439,000",1,1,750,N/A,N/A,N/A,False,False,21282,Arlington
"2030 N Adams St #306, Arlington, VA 22201","$345,999",2,1.5,962,N/A,N/A,N/A,False,False,21282,Arlington
"3632 36th Rd N, Arlington, VA 22207","$4,595,000",6,7.5,"8,825",N/A,N/A,N/A,False,False,21282,Arlington
"2808 1st Rd N, Arlington, VA 22201","$1,895,000",4,5.5,"4,645",N/A,N/A,N/A,False,False,21282,Arlington
"2507 Arlington Blvd #20, Arlington, VA 22201","$425,000",2,1,781,N/A,N/A,N/A,False,False,21282,Arlington
"2929 N Greencastle St, Arlington, VA 22207","$2,950,000",6,7,"7,030",N/A,N/A,N/A,False,False,21282,Arlington
"4810 3rd St N, Arlington, VA 22203","$2,495,000",6,5.5,"4,800",N/A,N/A,N/A,False,False,21282,Arlington
"600 Roosevelt Blvd #303, Falls Church, VA 22044","$185,000",1,1,844,N/A,N/A,N/A,False,False,21282,Arlington
"1713 N Cameron St, Arlington, VA 22207","$2,195,000",6,7,"8,330",N/A,N/A,N/A,False,False,21282,Arlington
"3554 Military Rd, Arlington, VA 22207","$4,495,000",6,8,"7,101",N/A,N/A,N/A,False,False,21282,Arlington
"3600 S Glebe Rd Unit 321W, Arlington, VA 22202","$624,900",2,2,"1,123",N/A,N/A,N/A,False,False,21282,Arlington
"4019 N Randolph St, Arlington, VA 22207","$1,999,999",N/A,N/A,—,N/A,N/A,N/A,False,True,21282,Arlington
"1016 N George Mason Dr, Arlington, VA 22205","$700,000",N/A,N/A,—,N/A,N/A,N/A,False,True,21282,Arlington
"2816 Lowesville Rd, Arrington, VA 22922","$649,900",5,3.5,"4,664",7.2 acre lot,N/A,N/A,False,False,31493,Arrington
"412 Nelmonte Ln, Arrington, VA 22922","$450,000",3,2,"2,008",6.88 acre lot,N/A,N/A,False,False,31493,Arrington
"Walker's Mountain Rd, Arrington, VA 22922","$55,000",N/A,N/A,—,5.07 acre lot,N/A,N/A,False,True,31493,Arrington
"1900 Lowesville Rd, Amherst, VA 24521","$449,000",3,3,"3,845",1.59 acre lot,N/A,2,False,False,31493,Arrington
"1238 Tye Brook Hwy, Piney River, VA 22964","$297,000",4,2,"1,323",1.05 acre lot,N/A,N/A,False,False,31493,Arrington
"983 Williamstown Rd, Shipman, VA 22971","$350,000",2,1.5,"1,488",11.95 acre lot,N/A,N/A,False,False,31493,Arrington
"763 Findlay Mountain Rd, Shipman, VA 22971","$450,000",3,2,"1,650",11.05 acre lot,N/A,N/A,False,False,31493,Arrington
"142 Dogwood St, Amherst, VA 24521","$249,000",3,1.5,"1,239",N/A,N/A,N/A,False,False,31493,Arrington
"66 Spencer Ln, Lovingston, VA 22949","$1,050,000",6,4,"3,687",90.49 acre lot,N/A,N/A,False,False,31493,Arrington
"817 Brownings Cv, Shipman, VA 22971","$350,000",3,2,"1,594",N/A,N/A,N/A,False,False,31493,Arrington
"239 Little Farm Rd, Amherst, VA 24521","$419,900",3,2.5,"2,176",N/A,N/A,N/A,False,False,31493,Arrington
"330 Eades Ln, Lovingston, VA 22949","$699,000",3,2.5,"1,992",N/A,N/A,N/A,False,False,31493,Arrington
"4823 Patrick Henry Hwy, Piney River, VA 22964","$199,000",4,N/A,"1,138",N/A,N/A,N/A,False,False,31493,Arrington
"67 Lentz Lane Ln, Shipman, VA 22971","$259,900",3,2,"1,589",N/A,N/A,N/A,False,False,31493,Arrington
"143 Lake Dr, Amherst, VA 24521","$319,900",3,2,"2,046",N/A,N/A,N/A,False,False,31493,Arrington
"192 Boxwood Farm Rd, Amherst, VA 24521","$625,000",4,2,"2,163",N/A,N/A,N/A,False,False,31493,Arrington
"00 Orchard Rd, Lovingston, VA 22949","$225,000",N/A,N/A,—,N/A,N/A,N/A,False,True,31493,Arrington
"000 James River Rd, Shipman, VA 22971","$24,900",N/A,N/A,—,N/A,N/A,N/A,False,True,31493,Arrington
"0 Montreal Ln, Shipman, VA 22971","$36,000",N/A,N/A,—,N/A,N/A,N/A,False,True,31493,Arrington
"0 Lexington Tpke, Amherst, VA 24521","$749,900",N/A,N/A,—,N/A,N/A,N/A,False,True,31493,Arrington
"Clay Pool, Roseland, VA 22967","$380,000",N/A,N/A,—,N/A,N/A,N/A,False,True,31493,Arrington
"234 Fishertown, Roseland, VA 22967","$72,000",N/A,N/A,—,N/A,N/A,N/A,False,True,31493,Arrington
"TBD Trey Ct, Amherst, VA 24521","$38,000",N/A,N/A,—,N/A,N/A,N/A,False,True,31493,Arrington
"HOMESITE 711 Temple Bar Dr, Dulles, VA 20166","$564,990",3,2.5,"1,619",N/A,$142 hoa,N/A,False,False,29015,Ashburn
"45130 Kincora Dr, Sterling, VA 20166","$539,900",3,2.5,"1,464",N/A,$325 hoa,N/A,False,False,29015,Ashburn
"42397 Goldenseal Sq, Brambleton, VA 20148","$445,000",2,2.5,"1,438",N/A,$544 hoa,N/A,True,False,29015,Ashburn
"20044 Northville Hills Ter, Ashburn, VA 20147","$824,999",4,3.5,"2,872",N/A,$301 hoa,2,False,False,29015,Ashburn
"23466 Twin Falls Ter, Brambleton, VA 20148","$749,900",3,3,"2,408",N/A,$169 hoa,2,False,False,29015,Ashburn
"42089 Shining Star Sq, Brambleton, VA 20148","$859,000",3,3,"2,640",N/A,N/A,N/A,False,False,29015,Ashburn
"21178 Winding Brook Sq, Ashburn, VA 20147","$599,900",3,3,"2,022",N/A,N/A,N/A,False,False,29015,Ashburn
"43253 Katie Leigh Ct, Ashburn, VA 20147","$995,000",4,3.5,"3,398",N/A,N/A,N/A,False,False,29015,Ashburn
"20305 Savin Hill Dr, Ashburn, VA 20147","$1,200,000",4,3.5,"3,018",N/A,N/A,N/A,False,False,29015,Ashburn
"20149 Bandon Dunes Ct, Ashburn, VA 20147","$1,195,000",4,3.5,"3,389",N/A,N/A,N/A,False,False,29015,Ashburn
"23483 Aldie Manor Ter, Ashburn, VA 20148","$590,000",3,2.5,"2,452",N/A,N/A,N/A,False,False,29015,Ashburn
"44360 Oakmont Manor Sq, Ashburn, VA 20147","$675,000",2,2,"2,060",N/A,N/A,N/A,False,False,29015,Ashburn
"22153 Midmoore Dr, Ashburn, VA 20148","$723,950",3,2.5,"2,550",N/A,N/A,N/A,False,False,29015,Ashburn
"Temple Bar Dr #711, Sterling, VA 20166","$564,990",3,2.5,"1,619",N/A,N/A,N/A,False,False,29015,Ashburn
"21219 Crucible Ct, Ashburn, VA 20147","$1,150,000",5,4.5,"4,501",N/A,N/A,N/A,False,False,29015,Ashburn
"43222 Thoroughfare Gap Ter, Ashburn, VA 20148","$824,900",3,3.5,"2,956",N/A,N/A,N/A,False,False,29015,Ashburn
"43008 Paris Gap Sq, Ashburn, VA 20148","$719,900",4,3.5,"2,164",N/A,N/A,N/A,False,False,29015,Ashburn
"42869 Littlehales Ter, Ashburn, VA 20148","$574,900",3,2.5,"2,660",N/A,N/A,N/A,False,False,29015,Ashburn
"42523 Benfold Sq, Brambleton, VA 20148","$739,900",3,2,"2,208",N/A,N/A,N/A,False,False,29015,Ashburn
"42743 Macauley Pl, Ashburn, VA 20148","$1,059,000",6,4.5,"4,108",N/A,N/A,N/A,False,False,29015,Ashburn
"44878 Tiverton Sq, Ashburn, VA 20147","$675,000",3,2.5,"2,538",N/A,N/A,N/A,False,False,29015,Ashburn
"20337 Charter Oak Dr, Ashburn, VA 20147","$725,000",3,2.5,"2,503",N/A,N/A,N/A,False,False,29015,Ashburn
"42152 Stone Press Ter, Brambleton, VA 20148","$905,829",3,3.5,"2,750",N/A,N/A,N/A,False,False,29015,Ashburn
"43801 Timberbrooke Pl, Ashburn, VA 20147","$1,400,000",5,4.5,"5,320",N/A,N/A,N/A,False,False,29015,Ashburn
"22090 Avonworth Sq, Broadlands, VA 20148","$749,900",4,3.5,"2,502",N/A,N/A,N/A,False,False,29015,Ashburn
"20131 Muirfield Village Ct, Ashburn, VA 20147","$1,150,000",4,3.5,"4,777",N/A,N/A,N/A,False,False,29015,Ashburn
"20985 Fowlers Mill Cir, Ashburn, VA 20147","$899,900",4,3.5,"2,722",N/A,N/A,N/A,False,False,29015,Ashburn
"44060 Ferncliff Ter, Ashburn, VA 20147","$550,000",2,3.5,"1,680",N/A,N/A,N/A,False,False,29015,Ashburn
"19599 Aspendale Sq, Ashburn, VA 20147","$815,000",3,3,"2,802",N/A,N/A,N/A,False,False,29015,Ashburn
"21004 Rocky Knoll Sq #303, Ashburn, VA 20147","$494,900",2,2,"1,491",N/A,N/A,N/A,False,False,29015,Ashburn
"43782 Tattinger Ter, Ashburn, VA 20148","$639,990",3,3.5,"2,018",N/A,N/A,N/A,False,False,29015,Ashburn
"23412 Longollen Woods Ter, Ashburn, VA 20148","$949,990",4,3.5,"3,598",N/A,N/A,N/A,False,False,29015,Ashburn
"42667 New Dawn Ter, Brambleton, VA 20148","$639,990",3,3.5,"2,272",N/A,N/A,N/A,False,False,29015,Ashburn
"22838 Arbor View Dr, Brambleton, VA 20148","$1,575,000",6,4.5,"7,023",N/A,N/A,N/A,False,False,29015,Ashburn
"42473 Tourmaline, Ashburn, VA 20148","$1,050,000",4,3.5,"3,600",N/A,N/A,N/A,False,False,29015,Ashburn
"43413 Countrywalk Ct, Ashburn, VA 20147","$1,025,000",4,3.5,"3,210",N/A,N/A,N/A,False,False,29015,Ashburn
"43185 Mongold Sq, Ashburn, VA 20148","$559,900",3,2.5,"1,672",N/A,N/A,N/A,False,False,29015,Ashburn
"22405 Belle Terra Dr, Ashburn, VA 20148","$1,409,000",4,4.5,"4,384",N/A,N/A,N/A,False,False,29015,Ashburn
"21894 Windover Dr, Broadlands, VA 20148","$1,050,000",4,4.5,"4,223",N/A,N/A,N/A,False,False,29015,Ashburn
"23465 Belvoir Woods Ter, Ashburn, VA 20148","$619,000",3,2.5,"2,452",N/A,N/A,N/A,False,False,29015,Ashburn
"20151 Hardwood Ter, Ashburn, VA 20147","$595,000",3,3.5,"2,124",N/A,N/A,N/A,False,False,29015,Ashburn
"43867 Hibiscus Dr, Ashburn, VA 20147","$1,125,000",5,3.5,"4,253",N/A,$212 hoa,2,False,False,29015,Ashburn
"42102 Picasso Sq, Ashburn, VA 20148","$763,880",4,3.5,"2,088",N/A,N/A,N/A,False,False,29015,Ashburn
"42874 Firefly Sonata Ter #107, Ashburn, VA 20148","$549,999",2,2,"1,268",N/A,$713 hoa,N/A,True,False,29015,Ashburn
"19594 Saratoga Springs Pl, Ashburn, VA 20147","$1,885,000",4,4.5,"6,255",0.45 acre lot,$317 hoa,3,False,False,29015,Ashburn
"21029 Starflower Way, Ashburn, VA 20147","$1,200,000",4,5.5,"4,564",N/A,N/A,N/A,True,False,29015,Ashburn
"23305 Milltown Knoll Sq #105, Ashburn, VA 20148","$567,000",2,2.5,"1,508",N/A,N/A,N/A,False,False,29015,Ashburn
"22615 Upperville Heights Sq, Ashburn, VA 20148","$829,999",3,3.5,"3,147",N/A,N/A,N/A,False,False,29015,Ashburn
"19693 Peach Flower Ter, Ashburn, VA 20147","$939,484",4,4.5,"2,830",N/A,N/A,N/A,False,False,29015,Ashburn
"22990 Chertsey St, Ashburn, VA 20148","$850,000",3,2.5,"3,643",N/A,N/A,N/A,False,False,29015,Ashburn
"Corbridge Plan, Ashburn, VA 20147","$504,824",2,2,"1,301",N/A,N/A,N/A,False,False,29015,Ashburn
"23286 Southdown Manor Ter #118, Ashburn, VA 20148","$499,999",2,2.5,"1,516",N/A,N/A,N/A,False,False,29015,Ashburn
"42833 Crowfoot Ct, Ashburn, VA 20147","$874,900",4,2.5,"2,254",N/A,N/A,N/A,False,False,29015,Ashburn
"23650 Havelock Walk Ter #303, Ashburn, VA 20148","$610,000",2,2,"1,553",N/A,N/A,N/A,False,False,29015,Ashburn
"23004 Minerva Dr, Brambleton, VA 20148","$1,350,000",4,4.5,"5,560",N/A,N/A,N/A,False,False,29015,Ashburn
"20553 Rolling Water Ter, Ashburn, VA 20147","$747,000",3,3.5,"2,471",N/A,N/A,N/A,False,False,29015,Ashburn
"42587 Hollyhock Ter, Brambleton, VA 20148","$475,000",3,2.5,"1,610",N/A,N/A,N/A,False,False,29015,Ashburn
"42856 Ridgeway Dr, Broadlands, VA 20148","$1,625,000",5,5,"5,456",N/A,N/A,N/A,False,False,29015,Ashburn
"43544 Lucketts Bridge Cir, Ashburn, VA 20148","$1,199,900",4,4.5,"5,071",N/A,N/A,N/A,False,False,29015,Ashburn
"43993 Pandora Ct, Ashburn, VA 20147","$900,000",4,3.5,"3,148",N/A,N/A,N/A,False,False,29015,Ashburn
"43533 Golden Meadow Cir, Ashburn, VA 20147","$1,150,000",5,3.5,"4,143",N/A,N/A,N/A,False,False,29015,Ashburn
"20432 Cool Fern Sq, Ashburn, VA 20147","$495,000",2,2.5,"1,520",N/A,N/A,N/A,False,False,29015,Ashburn
"20301 Beechwood Ter #203, Ashburn, VA 20147","$369,999",2,1,993,N/A,N/A,N/A,False,False,29015,Ashburn
"21344 Rainier Ln, Broadlands, VA 20148","$1,475,000",4,4.5,"4,347",N/A,N/A,N/A,False,False,29015,Ashburn
"42004 Donnington Pl, Ashburn, VA 20148","$1,225,000",5,4.5,"4,661",N/A,N/A,N/A,False,False,29015,Ashburn
"23109 Cottonwillow Sq, Brambleton, VA 20148","$949,900",4,4,"3,123",N/A,N/A,N/A,False,False,29015,Ashburn
"43257 Katie Leigh Ct, Ashburn, VA 20147","$850,000",4,2.5,"2,784",N/A,N/A,N/A,False,False,29015,Ashburn
"44505 Wolfhound Sq, Ashburn, VA 20147","$700,000",3,2.5,"2,680",N/A,N/A,N/A,False,False,29015,Ashburn
"43244 Greeley Sq, Ashburn, VA 20148","$965,000",3,3.5,"2,908",N/A,N/A,N/A,False,False,29015,Ashburn
"42289 Porter Rdg, Brambleton, VA 20148","$844,900",4,3.5,"2,986",N/A,N/A,N/A,False,False,29015,Ashburn
"20242 Macglashan Ter, Ashburn, VA 20147","$539,900",3,2.5,"1,750",N/A,N/A,N/A,False,False,29015,Ashburn
"42482 Benfold Sq, Brambleton, VA 20148","$725,000",3,2.5,"2,208",N/A,N/A,N/A,False,False,29015,Ashburn
