address,price,bed,bath,sq_ft,acres,hoa,garages,pool,land,city_id,city_name
"1306 Askin St, Martinsville, VA 24112","$6,000",N/A,N/A,—,N/A,N/A,N/A,False,True,12773,Martinsville
"tbd Wingfield Orchard Rd, Martinsville, VA 24112","$10,000",N/A,N/A,—,N/A,N/A,N/A,False,True,12773,Martinsville
"0 Leatherwood Cir, Martinsville, VA 24112","$112,500",N/A,N/A,—,N/A,N/A,N/A,False,True,12773,Martinsville
"1018 E Church St, Martinsville, VA 24112","$25,000",N/A,N/A,—,N/A,N/A,N/A,False,True,12773,Martinsville
"0 Falcon Rd, Martinsville, VA 24112","$24,900",N/A,N/A,—,N/A,N/A,N/A,False,True,12773,Martinsville
"834 Liberty St, Martinsville, VA 24055","$380,000",N/A,N/A,—,N/A,N/A,N/A,False,True,12773,Martinsville
"tbd Deep Run Rd, Martinsville, VA 24112","$137,500",N/A,N/A,—,N/A,N/A,N/A,False,True,12773,Martinsville
"tbd Rives Rd, Martinsville, VA 24112","$456,500",N/A,N/A,—,N/A,N/A,N/A,False,True,12773,Martinsville
"730 Grattan Rd, Martinsville, VA 24112","$15,000",N/A,N/A,—,N/A,N/A,N/A,False,True,12773,Martinsville
"949 Mulberry Rd, Martinsville, VA 24112","$25,000",N/A,N/A,—,N/A,N/A,N/A,False,True,12773,Martinsville
"1102-5 Church St, Martinsville, VA 24112","$125,000",N/A,N/A,—,N/A,N/A,N/A,False,True,12773,Martinsville
"15030 Alabama Ave, Woodbridge, VA 22191","$535,000",4,2,"1,296",0.41 acre lot,N/A,N/A,False,False,33885,Marumsco
"13408 Forest Glen Rd, Woodbridge, VA 22191","$425,000",4,2,"1,021",0.25 acre lot,N/A,N/A,False,False,33885,Marumsco
"15415 Michigan Rd, Woodbridge, VA 22191","$449,990",3,1.5,"1,215",0.35 acre lot,N/A,N/A,False,False,33885,Marumsco
"1809 Warren Dr, Woodbridge, VA 22191","$520,000",5,3,"1,940",0.24 acre lot,N/A,N/A,False,False,33885,Marumsco
"1517 Margaret St, Woodbridge, VA 22191","$550,000",5,3,"1,995",N/A,N/A,N/A,False,False,33885,Marumsco
"1332 Cranes Bill Way, Woodbridge, VA 22191","$535,000",3,3,"2,192",N/A,N/A,N/A,False,False,33885,Marumsco
"1037 Gardenview Loop #304, Woodbridge, VA 22191","$315,000",2,2,"1,110",N/A,N/A,N/A,False,False,33885,Marumsco
"15516 Wigeon Way, Woodbridge, VA 22191","$649,900",3,2.5,"1,978",N/A,N/A,N/A,False,False,33885,Marumsco
"2259 Kew Gardens Dr, Woodbridge, VA 22191","$395,000",3,2.5,"1,497",N/A,N/A,N/A,False,False,33885,Marumsco
"13203 Treetop Ct, Woodbridge, VA 22191","$525,000",4,2.5,"2,088",N/A,N/A,N/A,False,False,33885,Marumsco
"13937 Hollow Wind Way #101, Woodbridge, VA 22191","$435,000",3,2.5,"1,607",N/A,N/A,N/A,False,False,33885,Marumsco
"14768 Malloy Ct, Woodbridge, VA 22191","$415,000",3,2.5,"1,416",N/A,N/A,N/A,False,False,33885,Marumsco
"1811 Halifax Rd, Woodbridge, VA 22191","$585,000",6,3.5,"1,864",N/A,N/A,N/A,False,False,33885,Marumsco
"1398 Rail Stop Dr, Woodbridge, VA 22191","$500,000",3,2.5,"1,645",N/A,N/A,N/A,False,False,33885,Marumsco
"15323 Gatehouse Ter, Woodbridge, VA 22191","$390,000",2,2.5,"1,329",N/A,N/A,N/A,False,False,33885,Marumsco
"1793 Rochelle Ct, Woodbridge, VA 22192","$379,900",2,3.5,"1,538",N/A,N/A,N/A,False,False,33885,Marumsco
"1704 Horner Rd, Woodbridge, VA 22191","$600,000",4,2,"1,900",N/A,N/A,N/A,False,False,33885,Marumsco
"1660 Thenia Pl, Woodbridge, VA 22192","$310,000",2,1.5,"1,280",N/A,N/A,N/A,False,False,33885,Marumsco
"13432 Forest Glen Rd, Woodbridge, VA 22191","$509,000",5,2.5,"1,646",N/A,N/A,N/A,False,False,33885,Marumsco
"15500 Smoke Box Way, Woodbridge, VA 22191","$500,000",3,2.5,"1,645",N/A,N/A,N/A,False,False,33885,Marumsco
"15201 Michigan Rd, Woodbridge, VA 22191","$568,000",6,3,"2,658",N/A,N/A,N/A,False,False,33885,Marumsco
"13945 Hollow Wind Way #201, Woodbridge, VA 22191","$395,000",4,2.5,"1,926",N/A,N/A,N/A,False,False,33885,Marumsco
"14129 Randall Dr, Woodbridge, VA 22191","$460,000",3,2,988,N/A,N/A,N/A,False,False,33885,Marumsco
"1412 Kentucky Ave, Woodbridge, VA 22191","$599,900",4,3.5,"3,112",N/A,N/A,N/A,False,False,33885,Marumsco
"13430 Forest Glen Rd, Woodbridge, VA 22191","$499,000",3,2,"1,610",N/A,N/A,N/A,False,False,33885,Marumsco
"1506 Maryland Ave, Woodbridge, VA 22191","$489,000",4,1.5,"1,539",N/A,N/A,N/A,False,False,33885,Marumsco
"1420 Aiden Dr, Woodbridge, VA 22191","$505,907",4,2,"1,717",N/A,N/A,N/A,False,False,33885,Marumsco
"2143 Gunsmith Ter, Woodbridge, VA 22191","$364,500",3,1.5,"1,450",N/A,N/A,N/A,False,False,33885,Marumsco
"1632 Thenia Pl #5, Woodbridge, VA 22192","$340,000",2,1.5,900,N/A,N/A,N/A,False,False,33885,Marumsco
"1102 Burton St, Woodbridge, VA 22191","$799,999",5,3,"2,460",N/A,N/A,N/A,False,False,33885,Marumsco
"15213 Michigan Rd, Woodbridge, VA 22191","$490,000",4,2,"1,706",N/A,N/A,N/A,False,False,33885,Marumsco
"1216 Easy St, Woodbridge, VA 22191","$450,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33885,Marumsco
"1354 Woodside Dr, Woodbridge, VA 22191","$375,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33885,Marumsco
"10621 Old Colchester Rd, Lorton, VA 22079","$849,000",3,2,"2,361",0.51 acre lot,N/A,N/A,False,False,28956,Mason Neck
"7634 Belmont Landing Rd, Lorton, VA 22079","$1,475,000",7,6,"5,788",3.67 acre lot,N/A,3,False,False,28956,Mason Neck
"11801 River Dr, Lorton, VA 22079","$1,875,000",4,4.5,"5,356",0.73 acre lot,$33 hoa,2,False,False,28956,Mason Neck
"10412 Midway Ln, Lorton, VA 22079","$720,000",3,2,"1,299",0.51 acre lot,N/A,N/A,False,False,28956,Mason Neck
"5936 River Dr, Lorton, VA 22079","$919,000",4,2.5,"2,510",0.94 acre lot,$33 hoa,N/A,False,False,28956,Mason Neck
"11711 River Dr, Lorton, VA 22079","$4,795,000",6,7,"9,951",N/A,N/A,N/A,False,False,28956,Mason Neck
"11295 Cresswell Lndg, Lorton, VA 22079","$3,880,000",1,1,—,N/A,N/A,N/A,False,False,28956,Mason Neck
"6008 Chapman Rd, Lorton, VA 22079","$1,249,000",4,3.5,"3,363",N/A,N/A,N/A,False,False,28956,Mason Neck
"11313 Gunston Road Way, Lorton, VA 22079","$350,000",N/A,N/A,—,N/A,N/A,N/A,False,True,28956,Mason Neck
"10509 Belmont Blvd, Lorton, VA 22079","$349,000",N/A,N/A,—,N/A,N/A,N/A,False,True,28956,Mason Neck
"10623 Old Colchester Rd, Lorton, VA 22079","$205,000",N/A,N/A,—,N/A,N/A,N/A,False,True,28956,Mason Neck
"Gunston Rd, Lorton, VA 22079","$45,000",N/A,N/A,—,N/A,N/A,N/A,False,True,28956,Mason Neck
"10802 Belmont Blvd, Lorton, VA 22079","$575,000",N/A,N/A,—,N/A,N/A,N/A,False,True,28956,Mason Neck
"10822 Harley, Lorton, VA 22079","$210,000",N/A,N/A,—,N/A,N/A,N/A,False,True,28956,Mason Neck
"Honeysuckle Trl, Lorton, VA 22079","$65,000",N/A,N/A,—,N/A,N/A,N/A,False,True,28956,Mason Neck
"Old Colchester Rd, Lorton, VA 22079","$1,250,000",N/A,N/A,—,N/A,N/A,N/A,False,True,28956,Mason Neck
"10521 Madison Dr, Lorton, VA 22079","$278,828",N/A,N/A,—,N/A,N/A,N/A,False,True,28956,Mason Neck
"10515 Madison Dr, Lorton, VA 22079","$254,880",N/A,N/A,—,N/A,N/A,N/A,False,True,28956,Mason Neck
"7713 Dolly Dr, Lorton, VA 22079","$200,000",N/A,N/A,—,N/A,N/A,N/A,False,True,28956,Mason Neck
"7701 Dolly Dr, Lorton, VA 22079","$198,000",N/A,N/A,—,N/A,N/A,N/A,False,True,28956,Mason Neck
"10928 Belmont Blvd, Lorton, VA 22079","$499,000",N/A,N/A,—,N/A,N/A,N/A,False,True,28956,Mason Neck
"3499 Monterey Dr Unit 34F, Rockingham, VA 22801","$384,000",3,3,"2,100",N/A,$250 hoa,N/A,False,False,33893,Massanetta Springs
"2894 Cullison Ct, Rockingham, VA 22801","$498,900",3,3,"2,966",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"2910 Rutlege Rd #175, Rockingham, VA 22801","$559,900",3,3,"2,600",N/A,$260 hoa,N/A,False,False,33893,Massanetta Springs
"3330 Charleston Blvd, Rockingham, VA 22801","$429,000",3,2.5,"1,972",N/A,$245 hoa,2,True,False,33893,Massanetta Springs
"3217 Battery Park Pl, Rockingham, VA 22801","$419,500",3,2.5,"1,920",N/A,$245 hoa,2,False,False,33893,Massanetta Springs
"3393 Monterey Dr, Rockingham, VA 22801","$359,900",3,3,"2,108",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"135 Radnor Ct, Rockingham, VA 22801","$649,000",3,2,"2,100",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"130 Brompton Ct, Rockingham, VA 22801","$780,000",4,2.5,"2,739",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"3417 Taylor Spring Ln, Rockingham, VA 22801","$970,000",4,3.5,"4,792",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"717 Boyers Rd, Rockingham, VA 22801","$599,900",3,3,"2,217",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"3436 Charleston Blvd, Rockingham, VA 22801","$525,000",3,3.5,"2,756",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"3381 Monterey Dr, Rockingham, VA 22801","$382,500",3,3,"2,180",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"3046 Clubhouse Hill Rd Lot 127, Rockingham, VA 22801","$645,000",3,3,"2,189",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"Foxmoor Plan, Harrisonburg, VA 22801","$606,800",4,4.5,"3,804",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"Banyan II Plan, Harrisonburg, VA 22801","$529,900",2,2,"2,227",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"Park Place TH Plan, Harrisonburg, VA 22801","$466,700",3,3.5,"3,253",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"Glendale Plan, Harrisonburg, VA 22801","$494,900",3,3,"2,189",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"MIddleton Plan, Harrisonburg, VA 22801","$588,700",3,2.5,"2,707",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"McKinley Plan, Harrisonburg, VA 22801","$659,800",4,3.5,"4,042",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"Hillsboro Plan, Harrisonburg, VA 22801","$664,900",3,1,"3,691",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"Fairview Plan, Harrisonburg, VA 22801","$384,900",2,2,"1,580",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"Savannah Plan, Harrisonburg, VA 22801","$338,000",3,3.5,"2,108",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"305 Confederacy Dr, Penn Laird, VA 22846","$619,900",5,3,"3,137",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"3251 Preston Shore Dr Unit Row 18E, Rockingham, VA 22801","$579,000",3,4,"3,253",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"2892 Rutlege Rd #177, Rockingham, VA 22801","$559,900",3,3,"2,600",N/A,N/A,N/A,False,False,33893,Massanetta Springs
"131 Markham Pl, Rockingham, VA 22801","$99,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33893,Massanetta Springs
"100 Keswick Ct, Rockingham, VA 22801","$169,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33893,Massanetta Springs
"0 Frederick Rd, Rockingham, VA 22801","$229,900",N/A,N/A,—,N/A,N/A,N/A,False,True,33893,Massanetta Springs
"00 Massanetta Springs Rd, Rockingham, VA 22801","$225,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33893,Massanetta Springs
"3190 Henry Grant Hl, Rockingham, VA 22801","$199,900",N/A,N/A,—,N/A,N/A,N/A,False,True,33893,Massanetta Springs
"0 Shen Lake Rd, Rockingham, VA 22801","$299,900",N/A,N/A,—,N/A,N/A,N/A,False,True,33893,Massanetta Springs
"235 Boyers Rd, Harrisonburg, VA 22801","$900,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33893,Massanetta Springs
"Lot 6 Traveler Rd, Rockingham, VA 22801","$149,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33893,Massanetta Springs
"152 Wilton Pl, Rockingham, VA 22801","$99,900",N/A,N/A,—,N/A,N/A,N/A,False,True,33893,Massanetta Springs
"120 Keswick Ct, Rockingham, VA 22801","$315,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33893,Massanetta Springs
"206 Pleasant Ln, Mc Gaheysville, VA 22840","$390,000",3,2,"1,817",0.46 acre lot,$79 hoa,N/A,True,False,24481,Massanutten
"392 Passage Ln, Mc Gaheysville, VA 22840","$469,900",3,2,"1,490",0.29 acre lot,$79 hoa,N/A,True,False,24481,Massanutten
"115 Pheasant Rd, Mcgaheysville, VA 22840","$799,900",4,3.5,"4,192",0.37 acre lot,$82 hoa,2,False,False,24481,Massanutten
"218 Bethel Ln, Mcgaheysville, VA 22840","$495,000",3,3,"2,300",0.27 acre lot,$75 hoa,N/A,False,False,24481,Massanutten
"194 Spotswood Ln, Mcgaheysville, VA 22840","$529,900",4,3,"3,052",0.29 acre lot,$82 hoa,2,False,False,24481,Massanutten
"136 Bonnie Ct, Mcgaheysville, VA 22840","$819,900",4,4,"5,060",N/A,N/A,N/A,False,False,24481,Massanutten
"423 Flower Dr, Mcgaheysville, VA 20036","$429,000",3,2.5,"1,879",N/A,N/A,N/A,False,False,24481,Massanutten
"183 Deer Dr, Mcgaheysville, VA 22840","$415,000",3,2.5,"2,023",N/A,N/A,N/A,False,False,24481,Massanutten
"411 Rainier Rd, Mcgaheysville, VA 22840","$699,900",6,4,"3,144",N/A,N/A,N/A,False,False,24481,Massanutten
"155 Jessamine Pl, Mc Gaheysville, VA 22840","$585,000",4,3,"2,720",N/A,N/A,N/A,False,False,24481,Massanutten
"2501 Oak Grv, Mcgaheysville, VA 22840","$649,000",4,4,"2,060",N/A,N/A,N/A,False,False,24481,Massanutten
"159 Yancey Ct, Mc Gaheysville, VA 22840","$399,900",2,2.5,"1,873",N/A,N/A,N/A,False,False,24481,Massanutten
"157 Yancey Ct, Mcgaheysville, VA 22840","$529,900",4,3.5,"2,800",N/A,N/A,N/A,False,False,24481,Massanutten
"174 Boone Ct, Mcgaheysville, VA 22840","$624,999",4,3,"3,080",N/A,N/A,N/A,False,False,24481,Massanutten
"2273 Bloomer Springs Rd, Mcgaheysville, VA 22840","$749,900",3,2.5,"2,265",N/A,N/A,N/A,False,False,24481,Massanutten
"244 Quail Ct, Mc Gaheysville, VA 22840","$589,000",4,3,"3,168",N/A,N/A,N/A,False,False,24481,Massanutten
"5611 Partridge Ln, Mcgaheysville, VA 22840","$799,900",4,3.5,"2,884",N/A,N/A,N/A,False,False,24481,Massanutten
"151 Yancey Ct, Mc Gaheysville, VA 22840","$469,900",4,2,"2,920",N/A,N/A,N/A,False,False,24481,Massanutten
"9242 Mcgaheysville Rd, Mc Gaheysville, VA 22840","$530,000",3,2.5,"1,650",0.39 acre lot,N/A,2,False,False,24481,Massanutten
"10304 Spotswood Trl, Mcgaheysville, VA 22840","$1,050,000",5,4,"4,736",1.95 acre lot,N/A,N/A,False,False,24481,Massanutten
"424 & 428 Ronna Pl, Mcgaheysville, VA 22840","$679,000",4,4,"2,892",0.87 acre lot,N/A,N/A,False,False,24481,Massanutten
"10609 Mcgaheysville Rd, Mcgaheysville, VA 22840","$389,000",3,2,"1,413",0.39 acre lot,N/A,N/A,False,False,24481,Massanutten
"10607 Mcgaheysville Rd, Mcgaheysville, VA 22840","$389,000",3,2,"1,413",0.28 acre lot,N/A,N/A,False,False,24481,Massanutten
"1990 Floyd Cir, Mcgaheysville, VA 22840","$415,000",3,2,"2,300",0.35 acre lot,N/A,N/A,False,False,24481,Massanutten
"10370 Spotswood Trl, Mc Gaheysville, VA 22840","$449,000",3,2,"1,939",N/A,N/A,N/A,False,False,24481,Massanutten
"5127 Captain Yancey Rd, Elkton, VA 22827","$550,000",3,2,"1,418",N/A,N/A,N/A,False,False,24481,Massanutten
"9452 Mcgaheysville Rd, Mc Gaheysville, VA 22840","$440,000",3,2,"3,400",N/A,N/A,N/A,False,False,24481,Massanutten
"112 Walking Horse Ln, Elkton, VA 22827","$2,175,000",4,3.5,"7,100",N/A,N/A,N/A,False,False,24481,Massanutten
"12517 Spotswood Trl, Elkton, VA 22827","$1,995,000",3,5,"10,620",N/A,N/A,N/A,False,False,24481,Massanutten
"470 Biltmore Dr, Mcgaheysville, VA 22840","$159,000",N/A,N/A,—,N/A,N/A,N/A,False,True,24481,Massanutten
"Lot 40 Retriever Ln, Mcgaheysville, VA 22840","$129,900",N/A,N/A,—,N/A,N/A,N/A,False,True,24481,Massanutten
"TBD Wildwood Dr, VA 22832","$350,000",N/A,N/A,—,N/A,N/A,N/A,False,True,24481,Massanutten
"TBD N Spotswood Trl N, Elkton, VA 22827","$479,900",N/A,N/A,—,N/A,N/A,N/A,False,True,24481,Massanutten
"TBD NE Spotswood Trl NE, Elkton, VA 22827","$249,900",N/A,N/A,—,N/A,N/A,N/A,False,True,24481,Massanutten
"TBD Michael Ln, Elkton, VA 22827","$159,900",N/A,N/A,—,N/A,N/A,N/A,False,True,24481,Massanutten
"Spotswood Trl, Elkton, VA 22827","$729,900",N/A,N/A,—,N/A,N/A,N/A,False,True,24481,Massanutten
"0 Spotswood Trl, Elkton, VA 22827","$495,000",N/A,N/A,—,N/A,N/A,N/A,False,True,24481,Massanutten
"Lot-64 Boxer Loop, Mcgaheysville, VA 22840","$120,000",N/A,N/A,—,N/A,N/A,N/A,False,True,24481,Massanutten
"10328 Buckley Hall Rd, Mathews, VA 23109","$355,000",3,2,"2,058",0.63 acre lot,N/A,N/A,False,False,33897,Mathews
"525 Main St, Mathews, VA 23109","$479,900",3,2.5,"2,934",2.5 acre lot,N/A,N/A,False,False,33897,Mathews
"1510 Bethel Beach Rd, Onemo, VA 23130","$160,000",3,1,"1,334",9.5 acre lot,N/A,N/A,False,False,33897,Mathews
"2307 New Point Comfort Hwy, Mathews, VA 23109","$135,000",3,2,"1,636",0.75 acre lot,N/A,N/A,False,False,33897,Mathews
"343 Oakley Pointe Ln, Mathews, VA 23109","$573,000",3,2.5,"1,723",0.32 acre lot,N/A,N/A,False,False,33897,Mathews
"11759 Buckley Hall Rd, Mathews, VA 23109","$249,000",2,2,"1,216",N/A,N/A,N/A,False,False,33897,Mathews
"23 Landing Ln, Mathews, VA 23109","$375,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33897,Mathews
"25+AC Buckley Hall Rd, Mathews, VA 23109","$450,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33897,Mathews
"0 Buckley Hall Rd, Mathews, VA 23109","$450,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33897,Mathews
"611 Salem Church Road Rd, Mathews, VA 23109","$41,500",N/A,N/A,—,N/A,N/A,N/A,False,True,33897,Mathews
"622 Glebe Rd, Mathews, VA 23109","$19,500",N/A,N/A,—,N/A,N/A,N/A,False,True,33897,Mathews
"8 Fleetwood Cir, Moon, VA 23119","$367,000",3,2,"1,632",0.51 acre lot,N/A,N/A,False,False,33897,Mathews
"207 Hansford Cir, Port Haywood, VA 23138","$799,900",3,2,"2,467",1.43 acre lot,N/A,2,False,False,33897,Mathews
"110 Brush Neck Rd, Port Haywood, VA 23138","$1,275,000",3,3.5,"2,827",3.63 acre lot,N/A,2,False,False,33897,Mathews
"79 Blue Crab Dr, Moon, VA 23109","$339,950",4,2,"2,030",1.08 acre lot,N/A,N/A,False,False,33897,Mathews
"195 Windward Way Way, Mathews, VA 23109","$295,000",1,1,800,7.65 acre lot,N/A,N/A,False,False,33897,Mathews
"98 Bradfords Rd, Mathews, VA 23109","$649,900",3,2.5,"1,816",0.96 acre lot,N/A,3,False,False,33897,Mathews
"92 Lanes Creek Rd, Hudgins, VA 23076","$259,900",2,2.5,"1,980",N/A,N/A,N/A,False,False,33897,Mathews
"171 Lillys Neck Rd, Mathews, VA 23109","$215,000",2,1,816,N/A,N/A,N/A,False,False,33897,Mathews
"5667 Buckley Hall Rd, Cobbs Creek, VA 23056","$269,950",3,2,"1,689",N/A,N/A,N/A,False,False,33897,Mathews
"1071 Gum Thicket Rd, Gwynn, VA 23066","$3,299,000",5,4.5,"6,000",N/A,N/A,N/A,False,False,33897,Mathews
"6080 Buckley Hall Rd, Mathews, VA 23035","$246,333",3,1,"1,312",N/A,N/A,N/A,False,False,33897,Mathews
"744 Possum Point Rd, Port Haywood, VA 23138","$1,295,000",3,2.5,"2,450",N/A,N/A,N/A,False,False,33897,Mathews
"104 Martin Ln, Bohannon, VA 23021","$315,000",3,2,"1,152",N/A,N/A,N/A,False,False,33897,Mathews
"166 Windward Way, Port Haywood, VA 23138","$474,000",5,3,"2,568",N/A,N/A,N/A,False,False,33897,Mathews
"411 Piney Point Rd, Onemo, VA 23130","$299,000",4,1.5,"1,950",N/A,N/A,N/A,False,False,33897,Mathews
"143 Henrys Rd, Hudgins, VA 23076","$549,950",4,2,"1,500",N/A,N/A,N/A,False,False,33897,Mathews
"0 Turnpike Rd, Bohannon, VA 23021","$11,500",N/A,N/A,—,N/A,N/A,N/A,False,True,33897,Mathews
"00 Ridge, Mathews, VA 23035","$69,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33897,Mathews
"2Lots-10171&10172 Queens Creek Rd, Mathews, VA 23109","$250,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33897,Mathews
"Lot 3 Yacht Club Rd, Hudgins, VA 23076","$24,500",N/A,N/A,—,N/A,N/A,N/A,False,True,33897,Mathews
"21300 West St, South Chesterfield, VA 23803","$249,900",3,2,"1,216",0.72 acre lot,N/A,N/A,False,False,24491,Matoaca
"6512 River Rd, South Chesterfield, VA 23803","$434,950",4,2.5,"2,240",6.67 acre lot,N/A,N/A,False,False,24491,Matoaca
"21210 Winfree Ave, Chesterfield, VA 23803","$259,000",3,1,"1,007",0.37 acre lot,N/A,N/A,False,False,24491,Matoaca
"5805 Meadowview Dr, Petersburg, VA 23803","$265,000",3,1.5,"1,404",0.35 acre lot,N/A,N/A,False,False,24491,Matoaca
"21611 Hagood Ave, Petersburg, VA 23803","$49,950",N/A,N/A,—,1.65 acre lot,N/A,N/A,False,True,24491,Matoaca
"3806 River Mill Dr, North Dinwiddie, VA 23803","$365,000",4,2.5,"2,018",0.73 acre lot,N/A,N/A,False,False,24491,Matoaca
"24875 Old Valley Pike, Maurertown, VA 22644","$218,900",2,2,918,N/A,N/A,N/A,False,False,33904,Maurertown
"1639 Sugar Hill Rd, Maurertown, VA 22644","$947,000",4,3,"3,966",68.17 acre lot,N/A,2,False,False,33904,Maurertown
"8284 Back Rd, Maurertown, VA 22644","$499,999",3,2.5,"1,986",1.95 acre lot,N/A,N/A,False,False,33904,Maurertown
"Lot 14 Black Bear Rd, Maurertown, VA 22644","$875,000",3,2.5,"2,800",1.22 acre lot,N/A,2,False,False,33904,Maurertown
"628 Black Bear Rd, Maurertown, VA 22644","$840,000",3,2.5,"2,836",1.02 acre lot,N/A,2,False,False,33904,Maurertown
"0 Bonnet Hl, Maurertown, VA 22644","$215,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33904,Maurertown
"313 Indianhead Ct, Woodstock, VA 22664","$485,000",4,2.5,"2,502",0.41 acre lot,N/A,2,False,False,33904,Maurertown
"759 Readus Rd, Edinburg, VA 22824","$350,000",4,2,"1,764",0.93 acre lot,N/A,2,False,False,33904,Maurertown
"294 Miller Dr, Strasburg, VA 22657","$250,000",2,1,840,N/A,N/A,N/A,False,False,33904,Maurertown
"118 Marguerite Dr, Toms Brook, VA 22660","$350,000",3,2,"1,888",0.54 acre lot,N/A,N/A,False,False,33904,Maurertown
"109 Farm Hill Ln, Toms Brook, VA 22660","$625,000",6,3.5,"3,360",2.5 acre lot,N/A,N/A,False,False,33904,Maurertown
"201 Capon St, Strasburg, VA 22657","$350,000",7,3,"1,848",0.27 acre lot,N/A,N/A,False,False,33904,Maurertown
"715 Stonecrest Dr, Woodstock, VA 22664","$425,000",3,2,"1,798",N/A,N/A,N/A,False,False,33904,Maurertown
"387 Ash St, Strasburg, VA 22657","$349,900",4,2,"1,800",N/A,N/A,N/A,False,False,33904,Maurertown
"1282-A12 Ox Rd, Woodstock, VA 22664","$134,900",2,2,"1,195",N/A,N/A,N/A,False,False,33904,Maurertown
"21165 State Road 55, Wardensville, WV 26851","$529,000",3,2,"2,109",N/A,N/A,N/A,False,False,33904,Maurertown
"1573 Ridge Hollow Rd, Edinburg, VA 22824","$249,000",3,2.5,"1,606",N/A,N/A,N/A,False,False,33904,Maurertown
"320 Dawn Ave, Woodstock, VA 22664","$285,000",3,3,"1,372",N/A,N/A,N/A,False,False,33904,Maurertown
"175 Clark Rd, Wardensville, WV 26851","$847,900",3,1,"2,495",N/A,N/A,N/A,False,False,33904,Maurertown
"152 Kanter Dr, Strasburg, VA 22657","$439,000",4,2.5,"1,880",N/A,N/A,N/A,False,False,33904,Maurertown
"135 Meagans Run Rd, Woodstock, VA 22664","$609,900",3,3.5,"4,134",N/A,N/A,N/A,False,False,33904,Maurertown
"250 Parkside Ct, Woodstock, VA 22664","$349,000",3,2.5,"1,829",N/A,N/A,N/A,False,False,33904,Maurertown
"252 Parkside Ct, Woodstock, VA 22664","$354,000",3,2.5,"1,861",N/A,N/A,N/A,False,False,33904,Maurertown
"231 Blue Bell Ln, Strasburg, VA 22657","$525,000",3,2,"1,728",N/A,N/A,N/A,False,False,33904,Maurertown
"TBD Back Rd, Strasburg, VA 22657","$469,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33904,Maurertown
"0, Woodstock, VA 22664","$325,000",N/A,N/A,—,N/A,N/A,N/A,False,True,33904,Maurertown
"105 Sunny Dr, Max Meadows, VA 24360","$225,000",3,2,980,0.86 acre lot,N/A,N/A,False,False,24507,Max Meadows
"359 Meadow View Ln, Max Meadows, VA 24360","$225,000",3,3,"1,792",5.67 acre lot,N/A,N/A,False,False,24507,Max Meadows
"906 Sanders Mines Rd, Max Meadows, VA 24360","$165,000",4,1.5,"1,237",1 acre lot,N/A,N/A,False,False,24507,Max Meadows
"5280 Peppers Ferry Rd, Max Meadows, VA 24360","$269,000",3,1,"2,179",1.04 acre lot,N/A,N/A,False,False,24507,Max Meadows
"1671 Rickey Rd, Max Meadows, VA 24360","$125,000",3,2,"1,280",2.27 acre lot,N/A,N/A,False,False,24507,Max Meadows
"6.02 AC Alleghany Rd #3, Max Meadows, VA 24360","$25,000",N/A,N/A,—,N/A,N/A,N/A,False,True,24507,Max Meadows
"TBD Cox Ln, Max Meadows, VA 24360","$502,750",N/A,N/A,—,N/A,N/A,N/A,False,True,24507,Max Meadows
"946 Meadow View Ln, Max Meadows, VA 24360","$499,990",3,2.5,"1,803",N/A,N/A,N/A,False,False,24507,Max Meadows
